districts,number of mapped streets,total number of streets,percentage street,number of mapped segments ,total number of segments,percentage segments,mapped kms,total street length,percentage km
Barcelona,964,3695,26.0893098782138,4615,28583,16.145960885841234,394.7460076002231,1979.0021367957695,19.94671962504103
Ciutat_Vella,135,566,23.851590106007066,349,2374,14.700926705981466,29.191002625028997,121.06695157036005,24.111454237834813
Eixample,124,156,79.48717948717949,1288,4010,32.119700748129674,110.8409642257881,224.64177560734953,49.34120731823567
Sants_Montjuic,88,512,17.1875,322,4154,7.751564756860857,23.694585311354295,300.1012632172371,7.895530014547882
Les_Corts,91,241,37.75933609958506,377,1814,20.78280044101433,33.39151082800549,124.02458958115528,26.923298791612453
Sarria_Sant_Gervasi,177,578,30.622837370242213,778,3548,21.92784667418264,58.76096089676973,297.3283400630804,19.76298690003891
Gracia,231,357,64.70588235294117,960,1671,57.450628366247756,67.75806853600132,112.35069972633644,60.30943171786758
Horta_Guinardo,67,476,14.07563025210084,263,3010,8.737541528239202,21.94204568021775,238.89499886961826,9.184807461035659
Nou_Barris,39,356,10.955056179775282,154,2164,7.116451016635859,19.62537532170597,169.63296802504587,11.56931671372297
Sant_Andreu,84,325,25.846153846153847,279,2232,12.5,27.207568708835037,150.1099557177492,18.125092755335466
Sant_Marti,119,355,33.52112676056338,572,3932,14.547304170905392,54.4261055211665,257.00163872662773,21.177337930930264
